AccessionID,AccessionName,HasSeed,User,PopulationName,NumberOfMaternalLines,DateCollected,LocalityName,Latitude,Longitude,Altitude,Datum,Ploidy,StorageLocation,Source,ExternalID,Background,Generation,CountryOfOrigin,Notes,FirstParentID,SecondParentID,FirstParentSex,SecondParentSex
666,BdTR2g,,,,,,Turkey (various),,,,,diploid,,ANUPS00071,,,,Turkey,single seed descent Pst1 sequenced lines,71,71,,
667,BdTR2h,,,,,,Turkey (various),,,,,diploid,,ANUPS00072,,,,Turkey,single seed descent Pst1 sequenced lines,72,72,,
668,BdTR2i,,,,,,Turkey (various),,,,,diploid,,ANUPS00073,,,,Turkey,single seed descent Pst1 sequenced lines,73,73,,
669,BdTR2j,,,,,,Turkey (various),,,,,diploid,,ANUPS00074,,,,Turkey,single seed descent Pst1 sequenced lines,74,74,,
670,BdTR2k,,,,,,Turkey (various),,,,,diploid,,ANUPS00075,,,,Turkey,single seed descent Pst1 sequenced lines,75,75,,
671,BdTR2m,,,,,,Turkey (various),,,,,diploid,,ANUPS00076,,,,Turkey,single seed descent Pst1 sequenced lines,76,76,,
672,BdTR2n,,,,,,Turkey (various),,,,,diploid,,ANUPS00077,,,,Turkey,single seed descent Pst1 sequenced lines,77,77,,
673,BdTR2o,,,,,,Turkey (various),,,,,diploid,,ANUPS00078,,,,Turkey,single seed descent Pst1 sequenced lines,78,78,,
674,BdTR2p,,,,,,Turkey (various),,,,,diploid,,ANUPS00079,,,,Turkey,single seed descent Pst1 sequenced lines,79,79,,
675,BdTR2r,,,,,,Turkey (various),,,,,diploid,,ANUPS00080,,,,Turkey,single seed descent Pst1 sequenced lines,80,80,,
676,BdTR2s,,,,,,Turkey (various),,,,,diploid,,ANUPS00081,,,,Turkey,single seed descent Pst1 sequenced lines,81,81,,
677,BdTR3a,,,,,,Turkey (various),,,,,diploid,,ANUPS00082,,,,,single seed descent Pst1 sequenced lines,82,82,,
678,BdTR3b,,,,,,Turkey (various),,,,,diploid,,ANUPS00083,,,,,single seed descent Pst1 sequenced lines,83,83,,
679,BdTR3c,,,,,,Turkey (various),,,,,diploid,,ANUPS00084,,,,,single seed descent Pst1 sequenced lines,84,84,,
680,BdTR3d,,,,,,Turkey (various),,,,,diploid,,ANUPS00085,,,,,single seed descent Pst1 sequenced lines,85,85,,
681,BdTR3e,,,,,,Turkey (various),,,,,diploid,,ANUPS00086,,,,,single seed descent Pst1 sequenced lines,86,86,,
682,BdTR3f,,,,,,Turkey (various),,,,,diploid,,ANUPS00087,,,,,single seed descent Pst1 sequenced lines,87,87,,
683,BdTR3g,,,,,,Turkey (various),,,,,diploid,,ANUPS00088,,,,,single seed descent Pst1 sequenced lines,88,88,,
684,BdTR3h,,,,,,Turkey (various),,,,,diploid,,ANUPS00089,,,,,single seed descent Pst1 sequenced lines,89,89,,
685,BdTR3i,,,,,,Turkey (various),,,,,diploid,,ANUPS00090,,,,,single seed descent Pst1 sequenced lines,90,90,,
686,BdTR3j,,,,,,Turkey (various),,,,,diploid,,ANUPS00091,,,,,single seed descent Pst1 sequenced lines,91,91,,
687,BdTR3k,,,,,,Turkey (various),,,,,diploid,,ANUPS00092,,,,,single seed descent Pst1 sequenced lines,92,92,,
688,BdTR3m,,,,,,Turkey (various),,,,,diploid,,ANUPS00093,,,,,single seed descent Pst1 sequenced lines,93,93,,
689,BdTR3n,,,,,,Turkey (various),,,,,diploid,,ANUPS00094,,,,,single seed descent Pst1 sequenced lines,94,94,,
690,BdTR3o,,,,,,Turkey (various),,,,,diploid,,ANUPS00095,,,,,single seed descent Pst1 sequenced lines,95,95,,
691,BdTR3p,,,,,,Turkey (various),,,,,diploid,,ANUPS00096,,,,,single seed descent Pst1 sequenced lines,96,96,,
692,BdTR3r,,,,,,Turkey (various),,,,,diploid,,ANUPS00097,,,,,single seed descent Pst1 sequenced lines,97,97,,
693,BdTR3s,,,,,,Turkey (various),,,,,diploid,,ANUPS00098,,,,,single seed descent Pst1 sequenced lines,98,98,,
694,BdTR3t,,,,,,Turkey (various),,,,,diploid,,ANUPS00099,,,,,single seed descent Pst1 sequenced lines,99,99,,
695,BdTR5a,,,,,,Turkey (various),,,,,diploid,,ANUPS00100,,,,,single seed descent Pst1 sequenced lines,100,100,,
696,BdTR5b,,,,,,Turkey (various),,,,,diploid,,ANUPS00101,,,,,single seed descent Pst1 sequenced lines,101,101,,
697,BdTR5c,,,,,,Turkey (various),,,,,diploid,,ANUPS00102,,,,,single seed descent Pst1 sequenced lines,102,102,,
698,BdTR5d,,,,,,Turkey (various),,,,,diploid,,ANUPS00103,,,,,single seed descent Pst1 sequenced lines,103,103,,
699,BdTR5e,,,,,,Turkey (various),,,,,diploid,,ANUPS00104,,,,,single seed descent Pst1 sequenced lines,104,104,,
700,BdTR5f,,,,,,Turkey (various),,,,,diploid,,ANUPS00105,,,,,single seed descent Pst1 sequenced lines,105,105,,
701,BdTR5g,,,,,,Turkey (various),,,,,diploid,,ANUPS00106,,,,,single seed descent Pst1 sequenced lines,106,106,,
702,BdTR5h,,,,,,Turkey (various),,,,,diploid,,ANUPS00107,,,,,single seed descent Pst1 sequenced lines,107,107,,
703,BdTR5i,,,,,,Turkey (various),,,,,diploid,,ANUPS00108,,,,,single seed descent Pst1 sequenced lines,108,108,,
704,BdTR5j,,,,,,Turkey (various),,,,,diploid,,ANUPS00109,,,,,single seed descent Pst1 sequenced lines,109,109,,
705,BdTR5k,,,,,,Turkey (various),,,,,diploid,,ANUPS00110,,,,,single seed descent Pst1 sequenced lines,110,110,,
706,BdTR5m,,,,,,Turkey (various),,,,,diploid,,ANUPS00111,,,,,single seed descent Pst1 sequenced lines,111,111,,
707,BdTR5n,,,,,,Turkey (various),,,,,diploid,,ANUPS00112,,,,,single seed descent Pst1 sequenced lines,112,112,,
708,BdTR5o,,,,,,Turkey (various),,,,,diploid,,ANUPS00113,,,,,single seed descent Pst1 sequenced lines,113,113,,
709,BdTR7a,,,,,,Turkey (various),,,,,diploid,,ANUPS00114,,,,,single seed descent Pst1 sequenced lines,114,114,,
710,BdTR7b,,,,,,Turkey (various),,,,,diploid,,ANUPS00115,,,,,single seed descent Pst1 sequenced lines,115,115,,
711,BdTR8a,,,,,,Turkey (various),,,,,diploid,,ANUPS00116,,,,,single seed descent Pst1 sequenced lines,116,116,,
712,BdTR8c,,,,,,Turkey (various),,,,,diploid,,ANUPS00117,,,,,single seed descent Pst1 sequenced lines,117,117,,
713,BdTR8f,,,,,,Turkey (various),,,,,diploid,,ANUPS00118,,,,,single seed descent Pst1 sequenced lines,118,118,,
714,BdTR8i,,,,,,Turkey (various),,,,,diploid,,ANUPS00119,,,,,single seed descent Pst1 sequenced lines,119,119,,
715,BdTR8m,,,,,,Turkey (various),,,,,diploid,,ANUPS00120,,,,,single seed descent Pst1 sequenced lines,120,120,,
716,BdTR8n,,,,,,Turkey (various),,,,,diploid,,ANUPS00121,,,,,single seed descent Pst1 sequenced lines,121,121,,
717,BdTR9a,,,,,,Turkey (various),,,,,diploid,,ANUPS00122,,,,,single seed descent Pst1 sequenced lines,122,122,,
718,BdTR9b,,,,,,Turkey (various),,,,,diploid,,ANUPS00123,,,,,single seed descent Pst1 sequenced lines,123,123,,
719,BdTR9c,,,,,,Turkey (various),,,,,diploid,,ANUPS00124,,,,,single seed descent Pst1 sequenced lines,124,124,,
720,BdTR9e,,,,,,Turkey (various),,,,,diploid,,ANUPS00125,,,,,single seed descent Pst1 sequenced lines,125,125,,
721,BdTR9f,,,,,,Turkey (various),,,,,diploid,,ANUPS00126,,,,,single seed descent Pst1 sequenced lines,126,126,,
722,BdTR9g,,,,,,Turkey (various),,,,,diploid,,ANUPS00127,,,,,single seed descent Pst1 sequenced lines,127,127,,
723,BdTR9h,,,,,,Turkey (various),,,,,diploid,,ANUPS00128,,,,,single seed descent Pst1 sequenced lines,128,128,,
724,BdTR9i,,,,,,Turkey (various),,,,,diploid,,ANUPS00129,,,,,single seed descent Pst1 sequenced lines,129,129,,
725,BdTR9j,,,,,,Turkey (various),,,,,diploid,,ANUPS00130,,,,,single seed descent Pst1 sequenced lines,130,130,,
726,BdTR9k,,,,,,Turkey (various),,,,,diploid,,ANUPS00131,,,,,single seed descent Pst1 sequenced lines,131,131,,
727,BdTR9m,,,,,,Turkey (various),,,,,diploid,,ANUPS00132,,,,,single seed descent Pst1 sequenced lines,132,132,,
728,BdTR10a,,,,,,Turkey (various),,,,,diploid,,ANUPS00133,,,,,single seed descent Pst1 sequenced lines,133,133,,
729,BdTR10b,,,,,,Turkey (various),,,,,diploid,,ANUPS00134,,,,,single seed descent Pst1 sequenced lines,134,134,,
730,BdTR10c,,,,,,Turkey (various),,,,,diploid,,ANUPS00135,,,,,single seed descent Pst1 sequenced lines,135,135,,
731,BdTR10d,,,,,,Turkey (various),,,,,diploid,,ANUPS00136,,,,,single seed descent Pst1 sequenced lines,136,136,,
732,BdTR10e,,,,,,Turkey (various),,,,,diploid,,ANUPS00137,,,,,single seed descent Pst1 sequenced lines,137,137,,
733,BdTR10f,,,,,,Turkey (various),,,,,diploid,,ANUPS00138,,,,,single seed descent Pst1 sequenced lines,138,138,,
734,BdTR10g,,,,,,Turkey (various),,,,,diploid,,ANUPS00139,,,,,single seed descent Pst1 sequenced lines,139,139,,
735,BdTR10h,,,,,,Turkey (various),,,,,diploid,,ANUPS00140,,,,,single seed descent Pst1 sequenced lines,140,140,,
736,BdTR10i,,,,,,Turkey (various),,,,,diploid,,ANUPS00141,,,,,single seed descent Pst1 sequenced lines,141,141,,
737,BdTR10j,,,,,,Turkey (various),,,,,diploid,,ANUPS00142,,,,,single seed descent Pst1 sequenced lines,142,142,,
738,BdTR10k,,,,,,Turkey (various),,,,,diploid,,ANUPS00143,,,,,single seed descent Pst1 sequenced lines,143,143,,
739,BdTR10m,,,,,,Turkey (various),,,,,diploid,,ANUPS00144,,,,,single seed descent Pst1 sequenced lines,144,144,,
740,BdTR10n,,,,,,Turkey (various),,,,,diploid,,ANUPS00145,,,,,single seed descent Pst1 sequenced lines,145,145,,
741,BdTR10o,,,,,,Turkey (various),,,,,diploid,,ANUPS00146,,,,,single seed descent Pst1 sequenced lines,146,146,,
742,BdTR11a,,,,,,Turkey (various),,,,,diploid,,ANUPS00147,,,,,single seed descent Pst1 sequenced lines,147,147,,
743,BdTR11b,,,,,,Turkey (various),,,,,diploid,,ANUPS00148,,,,,single seed descent Pst1 sequenced lines,148,148,,
744,BdTR11c,,,,,,Turkey (various),,,,,diploid,,ANUPS00149,,,,,single seed descent Pst1 sequenced lines,149,149,,
745,BdTR11d,,,,,,Turkey (various),,,,,diploid,,ANUPS00150,,,,,single seed descent Pst1 sequenced lines,150,150,,
746,BdTR11e,,,,,,Turkey (various),,,,,diploid,,ANUPS00151,,,,,single seed descent Pst1 sequenced lines,151,151,,
747,BdTR11f,,,,,,Turkey (various),,,,,diploid,,ANUPS00152,,,,,single seed descent Pst1 sequenced lines,152,152,,
748,BdTR11g,,,,,,Turkey (various),,,,,diploid,,ANUPS00153,,,,,single seed descent Pst1 sequenced lines,153,153,,
749,BdTR11h,,,,,,Turkey (various),,,,,diploid,,ANUPS00154,,,,,single seed descent Pst1 sequenced lines,154,154,,
750,BdTR11i,,,,,,Turkey (various),,,,,diploid,,ANUPS00155,,,,,single seed descent Pst1 sequenced lines,155,155,,
751,BdTR12a,,,,,,Turkey (various),,,,,diploid,,ANUPS00156,,,,,single seed descent Pst1 sequenced lines,156,156,,
752,BdTR12b,,,,,,Turkey (various),,,,,diploid,,ANUPS00157,,,,,single seed descent Pst1 sequenced lines,157,157,,
753,BdTR12c,,,,,,Turkey (various),,,,,diploid,,ANUPS00158,,,,,single seed descent Pst1 sequenced lines,158,158,,
754,BdTR13a,,,,,,Turkey (various),,,,,diploid,,ANUPS00159,,,,,single seed descent Pst1 sequenced lines,159,159,,
755,BdTR13b,,,,,,Turkey (various),,,,,diploid,,ANUPS00160,,,,,single seed descent Pst1 sequenced lines,160,160,,
756,BdTR13c,,,,,,Turkey (various),,,,,diploid,,ANUPS00161,,,,,single seed descent Pst1 sequenced lines,161,161,,
757,BdTR13d,,,,,,Turkey (various),,,,,diploid,,ANUPS00162,,,,,single seed descent Pst1 sequenced lines,162,162,,
758,BdTR13e,,,,,,Turkey (various),,,,,diploid,,ANUPS00163,,,,,single seed descent Pst1 sequenced lines,163,163,,
759,BdTR13f,,,,,,Turkey (various),,,,,diploid,,ANUPS00164,,,,,single seed descent Pst1 sequenced lines,164,164,,
760,BdTR13g,,,,,,Turkey (various),,,,,diploid,,ANUPS00165,,,,,single seed descent Pst1 sequenced lines,165,165,,
761,BdTR13h,,,,,,Turkey (various),,,,,diploid,,ANUPS00166,,,,,single seed descent Pst1 sequenced lines,166,166,,
762,BdTR13i,,,,,,Turkey (various),,,,,diploid,,ANUPS00167,,,,,single seed descent Pst1 sequenced lines,167,167,,
763,BdTR13j,,,,,,Turkey (various),,,,,diploid,,ANUPS00168,,,,,single seed descent Pst1 sequenced lines,168,168,,
764,BdTR13k,,,,,,Turkey (various),,,,,diploid,,ANUPS00169,,,,,single seed descent Pst1 sequenced lines,169,169,,
765,BdTR13m,,,,,,Turkey (various),,,,,diploid,,ANUPS00170,,,,,single seed descent Pst1 sequenced lines,170,170,,
766,BdTR13n,,,,,,Turkey (various),,,,,diploid,,ANUPS00171,,,,,single seed descent Pst1 sequenced lines,171,171,,
767,BdTR13o,,,,,,Turkey (various),,,,,diploid,,ANUPS00172,,,,,single seed descent Pst1 sequenced lines,172,172,,
768,Bis1,,,,,,Bismil,,,,,,,ANUPS00019,,,,,single seed descent Pst1 sequenced lines,19,19,,
769,Cas2003,,,,,,,,,,,,,ANUPS00182,,,,,single seed descent Pst1 sequenced lines,182,182,,
770,Cas2,,,,,,,,,,,,,ANUPS00215,,,,,single seed descent Pst1 sequenced lines,215,215,,
771,Gal1,,,,,,,,,,,,,ANUPS00209,,,,,single seed descent Pst1 sequenced lines,209,209,,
772,Gaz2,,,,,,Gaziantep,,,,,diploid,,ANUPS00021,,,,,single seed descent Pst1 sequenced lines,21,21,,
773,Gaz3,,,,,,Gaziantep,,,,,diploid,,ANUPS00022,,,,,single seed descent Pst1 sequenced lines,22,22,,
774,Gaz4,,,,,,Gaziantep,,,,,diploid,,ANUPS00023,,,,,single seed descent Pst1 sequenced lines,23,23,,
775,Gaz5,,,,,,Gaziantep,,,,,diploid,,ANUPS00024,,,,,single seed descent Pst1 sequenced lines,24,24,,
776,Gaz6,,,,,,Gaziantep,,,,,diploid,,ANUPS00025,,,,,single seed descent Pst1 sequenced lines,25,25,,
777,Gaz7,,,,,,Gaziantep,,,,,diploid,,ANUPS00026,,,,,single seed descent Pst1 sequenced lines,26,26,,
778,Gaz8,,,,,,Gaziantep,,,,,diploid,,ANUPS00027,,,,,single seed descent Pst1 sequenced lines,27,27,,
779,Gaz9,,,,,,Gaziantep,,,,,diploid,,ANUPS00028,,,,,single seed descent Pst1 sequenced lines,28,28,,
780,Gaz1,,,,,,Gaziantep,,,,,diploid,,ANUPS00020,,,,,single seed descent Pst1 sequenced lines,20,20,,
781,Kah1,,,,,,Kahta,,,,,diploid,,ANUPS00029,,,,,single seed descent Pst1 sequenced lines,29,29,,
782,Kah2,,,,,,Kahta,,,,,diploid,,ANUPS00030,,,,,single seed descent Pst1 sequenced lines,30,30,,
783,Kah3,,,,,,Kahta,,,,,diploid,,ANUPS00031,,,,,single seed descent Pst1 sequenced lines,31,31,,
784,Kah4,,,,,,Kahta,,,,,diploid,,ANUPS00032,,,,,single seed descent Pst1 sequenced lines,32,32,,
785,Kah5,,,,,,Kahta,,,,,diploid,,ANUPS00033,,,,,single seed descent Pst1 sequenced lines,33,33,,
786,Kah6,,,,,,Kahta,,,,,diploid,,ANUPS00034,,,,,single seed descent Pst1 sequenced lines,34,34,,
787,Koz2,,,,,,Kozluk,,,,,diploid,,ANUPS00036,,,,,single seed descent Pst1 sequenced lines,36,36,,
788,Koz3,,,,,,Kozluk,,,,,diploid,,ANUPS00037,,,,,single seed descent Pst1 sequenced lines,37,37,,
789,Koz4,,,,,,Kozluk,,,,,diploid,,ANUPS00038,,,,,single seed descent Pst1 sequenced lines,38,38,,
790,Koz1,,,,,,Kozluk,,,,,diploid,,ANUPS00035,,,,,single seed descent Pst1 sequenced lines,35,35,,
791,Men2,,,,,,,,,,,,,ANUPS00214,,,,,single seed descent Pst1 sequenced lines,214,214,,
792,Men2029,,,,,,,,,,,,,ANUPS00184,,,,,single seed descent Pst1 sequenced lines,184,184,,
793,Mig3,,,,,,,,,,,,,ANUPS00211,,,,,single seed descent Pst1 sequenced lines,211,211,,
794,Mon2,,,,,,,,,,,,,ANUPS00181,,,,,single seed descent Pst1 sequenced lines,181,181,,
795,Mon3,,,,,,"Puerto de Pallaruelo, Castejon de Monegros. Zaragoza, Spain",,,,,,,ANUPS00213,,,,,single seed descent Pst1 sequenced lines,213,213,,
796,Mur2-31,,,,,,,,,,,,,ANUPS00183,,,,,single seed descent Pst1 sequenced lines,183,183,,
797,Pal2032,,,,,,,,,,,,,ANUPS00188,,,,,single seed descent Pst1 sequenced lines,188,188,,
798,Tek1,,,,,,Tekirdag,,,,,,,ANUPS00040,,,,,single seed descent Pst1 sequenced lines,40,40,,
799,Tek10,,,,,,Tekirdag,,,,,,,ANUPS00049,,,,,single seed descent Pst1 sequenced lines,49,49,,
800,Tek11,,,,,,Tekirdag,,,,,,,ANUPS00050,,,,,single seed descent Pst1 sequenced lines,50,50,,
801,Tek12,,,,,,Tekirdag,,,,,,,ANUPS00051,,,,,single seed descent Pst1 sequenced lines,51,51,,
802,Tek2,,,,,,Tekirdag,,,,,,,ANUPS00041,,,,,single seed descent Pst1 sequenced lines,41,41,,
803,Tek3,,,,,,Tekirdag,,,,,,,ANUPS00042,,,,,single seed descent Pst1 sequenced lines,42,42,,
804,Tek4,,,,,,Tekirdag,,,,,,,ANUPS00043,,,,,single seed descent Pst1 sequenced lines,43,43,,
805,Tek5,,,,,,Tekirdag,,,,,,,ANUPS00044,,,,,single seed descent Pst1 sequenced lines,44,44,,
806,Tek6,,,,,,Tekirdag,,,,,,,ANUPS00045,,,,,single seed descent Pst1 sequenced lines,45,45,,
807,Tek7,,,,,,Tekirdag,,,,,,,ANUPS00046,,,,,single seed descent Pst1 sequenced lines,46,46,,
808,Tek8,,,,,,Tekirdag,,,,,,,ANUPS00047,,,,,single seed descent Pst1 sequenced lines,47,47,,
809,Tek9,,,,,,Tekirdag,,,,,,,ANUPS00048,,,,,single seed descent Pst1 sequenced lines,48,48,,
810,Uni2,,,,,,"University of Zaragoza, Huesco, Spain",,,,,,,ANUPS00212,,,,,single seed descent Pst1 sequenced lines,212,212,,
811,Bd1-1,,,,,,Soma Manisa,,,,,,,USDA,PI170218,,,,Collected 1948,,,,
812,Bd3-1 Bd3-2,,,,,,,,,,,,,USDA,PI185134,,,,Donated 1949,,,,
813,Bd4-1 Bd4-2,,,,,,near Darling,,,,,,,USDA,PI208216,,,,Donated 1953,,,,
814,Bd5-1 Bd5-2,,,,,,end of Khyber Pass Tor Khama,,,,,,,USDA,PI219961,,,,Donated 1954,,,,
815,Bd6-1 Bd6-2,,,,,,near Hauz-i-Mabat Kandahar,,,,,,,USDA,PI219965,,,,Donated 1954,,,,
816,Bd7-1 Bd7-2,,,,,,near Dilaram Girishk,,,,,,,USDA,PI219968,,,,Donated 1954,,,,
817,Bd8-1 Bd8-2,,,,,,35 miles from Kandahar toward Kajakai Dam,,,,,,,USDA,PI219971,,,,Donated 1954,,,,
818,Bd9-1 Bd9-2,,,,,,Jabal-Us-Siraj Kabul,,,,,,,USDA,PI220567,,,,Donated 1954,,,,
819,Bd11-1 Bd11-2,,,,,,12 miles east of Kazerun,,,,,,,USDA,PI226629,,,,Donated 1955,,,,
820,Bd12-1 Bd12-2,,,,,,near Abe-e Gonji halfway between Ahwaz and Shushtar,,,,,,,USDA,PI227011,,,,Donated 1955,,,,
821,Bd13-1 Bd13-2,,,,,,,,,,,,,USDA,PI233228,,,,Donated 1956,,,,
822,Bd14-1 Bd14-2,,,,,,Kalafabad,,,,,,,USDA,PI239713,,,,Donated 1957,,,,
823,Bd15-1 Bd15-2,,,,,,Kaschwar,,,,,,,USDA,PI239714,,,,Donated 1957,,,,
824,Bd16-1,,,,,,Susa,,,,,,,USDA,PI239715,,,,Donated 1957,,,,
825,Bd17-1 Bd17-2,,,,,,Shahbazan,,,,,,,USDA,PI239716,,,,Donated 1957,,,,
826,Bd18-1,,,,,,Kaman Kirschir Province,,,,,,,USDA,PI245730,,,,Donated 1958,,,,
827,Bd19-2,,,,,,6 miles south of Pabbi,,,,,,,USDA,PI250647,,,,Donated 1958,,,,
828,Bd20-1 Bd20-2,,,,,,,,,,,,,USDA,PI253334,,,,Donated 1958,,,,
829,Bd21,,,,,,4 km. from Salakudin road to Mosul,,,,,,,USDA,PI254867,,,,donated 1959,,,,
830,Bd22-1 Bd22-2,,,,,,30 km. south of Arbet,,,,,,,USDA,PI254868,,,,Donated 1959,,,,
831,Bd23-1 Bd23-2 F-14,,,,,,,,,,,,,USDA,PI297783,,,,Donated 1963,,,,
832,USDA1930,,,,,,Balkh Grounds of old Mosque. Dry waste land,,,,,,,USDA,PI317418,,,,Donated 1966,,,,
833,Bd25-1 Bd25-2  CPI 39895,,,,,,Mt Carmel,,,,,,,USDA,PI321403,,,,Donated 1967,,,,
834,Bd26-1 Bd26-2 26,,,,,,,,,,,,,USDA,PI372187,,,,Donated 1972,,,,
835,Bd27-1 BD27-2,,,,,,,,,,,,,USDA,PI422452,,,,Donated 1977,,,,
836,1094 Bd28,,,,,,3km upstream from town Crystal Brook SA,,,,,,,USDA,PI533015,,,,Donated 1988,,,,
837,UKR-99-081,,,,,,On road to Sevastopol Keym,,,,,,,USDA,PI639818,,,,"Collected 1999, same as Bd29-1",,,,
838,USDA4006,,,,,,Aude,,,,,,,USDA,W6 19177,,,,Collected 1993,,,,
839,UKR-99-137,,,,,,Near Orltype Krym,,,,,,,USDA,W6 21792,,,,Collected 1999,,,,
840,Bd21,,,,,,,,,,,,,USDA,W6 36678,,,,This material derives directly from the seed lot used for the sequencing project.,,,,
841,Bd21-3,,,,,,,,,,,,,USDA,W6 39233,,,,Diploid inbred line derived from PI 254867 the same accession from which the inbred line Bd21 was derived. Bd21-3 was selected because of its high transformation efficiency.,,,,
842,Bal-P1,,,,,,Ballia,,,,,,,USDA,W6 39253,,,,Donated 2010,,,,
843,Bal-P2,,,,,,Ballia,,,,,,,USDA,W6 39254,,,,Donated 2010,,,,
844,Bal-P5,,,,,,Ballia,,,,,,,USDA,W6 39257,,,,Donated 2010,,,,
845,Bal-P7,,,,,,Ballia,,,,,,,USDA,W6 39259,,,,Donated 2010,,,,
846,Isk-P2,,,,,,Iskenderun,,,,,,,USDA,W6 39272,,,,Donated 2010,,,,
847,Isk-P4,,,,,,Iskenderun,,,,,,,USDA,W6 39273,,,,Donated 2010,,,,
848,Isk-P6,,,,,,Iskenderun,,,,,,,USDA,W6 39275,,,,Donated 2010,,,,
849,Isk-P7,,,,,,Iskenderun,,,,,,,USDA,W6 39276,,,,Donated 2010,,,,
850,Isk-P8,,,,,,Iskenderun,,,,,,,USDA,W6 39277,,,,Donated 2010,,,,
851,BdTR4c,,,,,,,,,,,,,USDA,W6 39350,,,,Donated 2010,,,,
852,BdTR4e,,,,,,,,,,,,,USDA,W6 39352,,,,Donated 2010,,,,
853,BdTR4g,,,,,,,,,,,,,USDA,W6 39353,,,,Donated 2010,,,,
854,BdTR4j,,,,,,,,,,,,,USDA,W6 39356,,,,Donated 2010,,,,
855,BdTR4f,,,,,,,,,,,,,USDA,W6 39445,,,,Donated 2010,,,,
,,,,,,,,,,,,,,,,,,,,,,,
1153,Bdis03-01,,,,,,Huesca Candasnos - Barranco de Valcuerranar,,,,,,,,,,,Spain,190,216,216,,
1154,Bdis03-05,,,,,,Huesca Candasnos - Barranco de Valcuerranar,,,,,,,,,,,Spain,191,216,216,,
1155,Bdis03-06,,,,,,Huesca Candasnos - Barranco de Valcuerranar,,,,,,,,,,,Spain,192,216,216,,
1156,Bdis03-09,,,,,,Huesca Candasnos - Barranco de Valcuerranar,,,,,,,,,,,Spain,193,216,216,,
1157,Bdis03-10,,,,,,Huesca Candasnos - Barranco de Valcuerranar,,,,,,,,,,,Spain,194,216,216,,
1158,Bdis03-11,,,,,,Huesca Candasnos - Barranco de Valcuerranar,,,,,,,,,,,Spain,195,216,216,,
1159,Bdis03-12,,,,,,Huesca Candasnos - Barranco de Valcuerranar,,,,,,,,,,,Spain,196,216,216,,
1160,Bdis03-13,,,,,,Huesca Candasnos - Barranco de Valcuerranar,,,,,,,,,,,Spain,197,216,216,,
1161,Bdis03-14,,,,,,Huesca Candasnos - Barranco de Valcuerranar,,,,,,,,,,,Spain,198,216,216,,
1162,Bdis03-15,,,,,,Huesca Candasnos - Barranco de Valcuerranar,,,,,,,,,,,Spain,199,216,216,,
1163,Bdis03-16,,,,,,Huesca Candasnos - Barranco de Valcuerranar,,,,,,,,,,,Spain,200,216,216,,
1164,Bdis03-17,,,,,,Huesca Candasnos - Barranco de Valcuerranar,,,,,,,,,,,Spain,201,216,216,,
1165,Bdis03-18,,,,,,Huesca Candasnos - Barranco de Valcuerranar,,,,,,,,,,,Spain,202,216,216,,
1166,Bdis03-19,,,,,,Huesca Candasnos - Barranco de Valcuerranar,,,,,,,,,,,Spain,203,216,216,,
1167,Bdis05-01,,,,,,Huesca Sarinena,,,,,,,,,,,Spain,204,217,217,,
1170,Bdis05-07,,,,,,Huesca Sarinena,,,,,,,,,,,Spain,,217,217,,
1171,Bdis05-09,,,,,,Huesca Sarinena,,,,,,,,,,,Spain,,217,217,,
1173,Bdis05-11,,,,,,Huesca Sarinena,,,,,,,,,,,Spain,,217,217,,
1174,Bdis05-12,,,,,,Huesca Sarinena,,,,,,,,,,,Spain,,217,217,,
1175,Bdis05-13,,,,,,Huesca Sarinena,,,,,,,,,,,Spain,,217,217,,
1176,Bdis05-14,,,,,,Huesca Sarinena,,,,,,,,,,,Spain,,217,217,,
1177,Bdis05-15,,,,,,Huesca Sarinena,,,,,,,,,,,Spain,,217,217,,
1178,Bdis05-16,,,,,,Huesca Sarinena,,,,,,,,,,,Spain,,217,217,,
1179,Bdis05-17,,,,,,Huesca Sarinena,,,,,,,,,,,Spain,,217,217,,
1180,Bdis05-18,,,,,,Huesca Sarinena,,,,,,,,,,,Spain,,217,217,,
1181,Bdis05-19,,,,,,Huesca Sarinena,,,,,,,,,,,Spain,,217,217,,
1182,Bdis22-01,,,,,,Huesca Berdun,,,,,,,,,,,Spain,,218,218,,
1183,Bdis22-04,,,,,,Huesca Berdun,,,,,,,,,,,Spain,,218,218,,
1184,Bdis22-05,,,,,,Huesca Berdun,,,,,,,,,,,Spain,,218,218,,
1185,Bdis22-06,,,,,,Huesca Berdun,,,,,,,,,,,Spain,,218,218,,
1186,Bdis22-10,,,,,,Huesca Berdun,,,,,,,,,,,Spain,,218,218,,
1187,Bdis22-11,,,,,,Huesca Berdun,,,,,,,,,,,Spain,,218,218,,
1188,Bdis22-12,,,,,,Huesca Berdun,,,,,,,,,,,Spain,,218,218,,
1189,Bdis22-13,,,,,,Huesca Berdun,,,,,,,,,,,Spain,,218,218,,
1190,Bdis22-14,,,,,,Huesca Berdun,,,,,,,,,,,Spain,,218,218,,
1191,Bdis22-15,,,,,,Huesca Berdun,,,,,,,,,,,Spain,,218,218,,
1192,Bdis22-16,,,,,,Huesca Berdun,,,,,,,,,,,Spain,,218,218,,
1193,Bdis22-17,,,,,,Huesca Berdun,,,,,,,,,,,Spain,,218,218,,
1194,Bdis22-18,,,,,,Huesca Berdun,,,,,,,,,,,Spain,,218,218,,
